Date,Close,High,Low,Open,Volume,SMA,MACD,MACD_Signal,%K,%D,RSI,Williams %R,Direction
2020-07-06,36487.28125,36661.66015625,36254.01953125,36313.4609375,22300,35093.998325892855,834.4807301092223,742.9549073491423,94.76134986099817,95.4699182369058,80.24675972083749,-5.238650139001839,1
2020-07-07,36674.51953125,36723.26953125,36271.08984375,36660.3515625,20600,35320.183872767855,882.726705259498,770.9092669312136,98.54553591407472,96.83145174254184,82.61714867869503,-1.4544640859252629,1
2020-07-08,36329.01171875,36828.4296875,36234.171875,36738.37890625,24800,35471.68108258928,882.904818066585,793.3083771582878,81.44833870700938,91.58507482736076,73.56848310168506,-18.551661292990616,0
2020-07-09,36737.69140625,36806.30078125,36422.30078125,36450.69140625,17400,35614.96400669643,905.584000401861,815.7635018070025,96.10339286133654,92.03242249414022,72.875228295247,-3.896607138663455,1
2020-07-10,36594.328125,36748.890625,36401.109375,36555.12890625,20900,35735.17885044643,901.5961578536952,832.9300330163411,89.94689113521457,89.1662075678535,69.35228571223239,-10.053108864785434,0
2020-07-13,36693.69140625,37024.19921875,36533.9609375,36880.66015625,16500,35825.411830357145,896.1235952976785,845.5687454726086,86.90756377939842,90.98594925864984,66.07776908307572,-13.092436220601591,1
2020-07-14,36033.05859375,36538.1015625,35877.421875,36517.28125,14100,35908.560267857145,828.9236869384404,842.239733765775,60.73785572478805,79.19743687980035,64.45061254257539,-39.26214427521195,0
2020-07-15,36051.80859375,36810.25,35894.9609375,36314.76171875,23500,35994.96791294643,768.3234888001389,827.4564847726479,58.83434649450644,68.82658866623098,65.0474086786501,-41.16565350549356,1
2020-07-16,36471.6796875,36524.62109375,36038.41015625,36401.19921875,18500,36087.85435267857,745.5828682353676,811.0817614651918,76.60937179597425,65.39385800508958,65.81870675342671,-23.390628204025745,1
2020-07-17,37020.140625,37125.98046875,36512.921875,36547.75,16500,36234.898716517855,763.0213415167018,801.4696774754939,95.42448672180812,76.95606833742961,73.13542781535101,-4.575513278191883,1
2020-07-20,37418.98828125,37478.87109375,37185.78125,37409.03125,20100,36413.69782366072,799.8054701813671,801.1368360166686,97.65319306582082,89.89568386120106,76.06294972514199,-2.3468069341791837,1
2020-07-21,37930.328125,37990.55078125,37742.05078125,37823.609375,22700,36593.40345982143,860.3009947598766,812.9696677653102,97.48568502321548,96.85445493694812,76.12604463208586,-2.5143149767845405,1
2020-07-22,37871.51953125,38199.26953125,37601.62109375,38178.0703125,22300,36738.247767857145,893.2024895036157,829.0162321129714,85.91467959522163,93.68451922808596,72.81297405996601,-14.085320404778374,0
2020-07-23,38140.46875,38225.03125,37738.58984375,37814.921875,19600,36889.60825892857,930.2557066589288,849.2641270221629,96.39793140628431,93.26609867490714,73.35979027362953,-3.6020685937156816,1
2020-07-24,38128.8984375,38235.73046875,37748.41015625,37949.58984375,19900,37006.86662946428,947.7618124739528,868.963664112521,95.46997235505452,92.5941944521868,70.11104156258315,-4.53002764494548,0
2020-07-27,37934.73046875,38275.33984375,37769.44140625,38275.33984375,18600,37096.88169642857,935.1875353350188,882.2084383570206,85.79562022392473,92.55450799508786,65.41236069282866,-14.204379776075276,0
2020-07-28,38492.94921875,38554.71875,37998.12890625,38052.1796875,15500,37251.44866071428,959.2087565471376,897.608501995044,97.6928396762126,92.98614408506394,75.15607658787607,-2.3071603237874023,1
2020-07-29,38071.12890625,38617.03125,37884.41015625,38427.1484375,17600,37346.69419642857,933.448164117348,904.7764344195048,80.0737160293153,87.85405864315089,65.45418162919019,-19.92628397068469,0
2020-07-30,37736.0703125,38413.80859375,37678.421875,38262.828125,14800,37428.24720982143,875.8994569958086,899.0010389347656,67.84355662018422,81.87003744190405,62.66952752492415,-32.156443379815784,0
2020-07-31,37606.890625,37897.78125,37431.6796875,37847.87890625,20200,37493.47572544643,810.524746065872,881.3057803609869,63.12829725953175,70.34852330301042,60.06684850055937,-36.87170274046825,0
2020-08-03,36939.6015625,37596.01953125,36911.23046875,37595.73046875,14300,37558.228794642855,696.8374576328351,844.4121158153565,38.37669512807634,56.449516335930774,59.97882764308326,-61.62330487192366,0
2020-08-04,37687.91015625,37745.6015625,36987.73046875,37092.859375,15100,37675.09319196428,659.5191854829391,807.4335297488731,63.96829700951484,55.157763132374306,65.51721838405933,-36.031702990485165,1
2020-08-05,37663.328125,38139.9609375,37550.6015625,37892.359375,19800,37760.2109375,620.8043750608413,770.1076988112668,54.67426093284718,52.33975102347946,62.21802132312301,-45.32573906715282,0
2020-08-06,38025.44921875,38221.3984375,37755.1015625,37946.80078125,16600,37832.01869419643,612.2847176781652,738.5431025846465,65.31939498723335,61.320650976531795,60.7169775807087,-34.68060501276664,1
2020-08-07,38040.5703125,38109.6796875,37787.37890625,37951.0703125,15300,37876.41741071428,599.8384099119357,710.8021640501044,66.20584631942934,62.06650074650329,57.21673002422735,-33.794153680570666,1
2020-08-10,38182.078125,38430.69140625,38073.2890625,38168.421875,17200,37894.39955357143,594.5396363354084,687.5496585071652,74.50152856177795,68.67558995614688,53.197472504356035,-25.498471438222055,1
2020-08-11,38407.01171875,38556.26953125,38313.05859375,38371.33984375,18700,37932.64899553572,601.5562156690648,670.3509699395452,87.68792149947903,76.13176546022878,56.52589105837818,-12.31207850052097,1
2020-08-12,38369.62890625,38414.37109375,38125.80859375,38321.12890625,25300,37949.017578125,597.2160894698609,655.7239938456083,85.49641045604956,82.56195350576884,52.95976057547453,-14.503589543950444,0
2020-08-13,38310.48828125,38516.8515625,38215.05078125,38456.640625,15400,37961.98828125,582.2920536788006,641.0376058122469,82.02938044585915,85.07123746712925,52.316887305987414,-17.970619554140857,0
2020-08-14,37877.33984375,38540.5703125,37654.921875,38432.94140625,18600,37957.888950892855,529.4104744558426,618.7121795409661,56.6367060924923,74.72083233146701,49.309845922585495,-43.363293907507696,0
2020-08-17,38050.78125,38119.37890625,37734.140625,38062.0703125,21500,37926.30552455357,495.7816516377934,594.1260739603316,66.80444714153224,68.49017789329456,44.14042076950234,-33.19555285846778,1
